,Anime Title,Score_reference,Score_reference2,Type,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season,Manga_score,Age
491,Akame ga Kill!,Medium,Good,TV,24,"Jul 7, 2014 to Dec 15, 2014","Square Enix, TOHO animation",White Fox,Manga,"Action, Adventure, Drama, Fantasy, Shounen",7.57,1276609,21461,1.681,0,1,3,3,7.15,6
498,Fate/kaleid liner Prisma☆Illya 3rei!!,Medium,Good,TV,12,"Jul 6, 2016 to Sep 21, 2016","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House, Plus One",Silver Link.,Manga,"Action, Comedy, Fantasy, Magic",7.57,87967,302,0.343,0,1,4,3,7.11,4
500,Fukigen na Mononokean Tsuzuki,Medium,Good,TV,13,"Jan 5, 2019 to Mar 30, 2019","VAP, Square Enix, AT-X, Nippon Columbia, Age Global Networks, Yomiuri TV Enterprise, Kanon Sound, RAY",Pierrot Plus,Web manga,"Comedy, Demons, Supernatural",7.57,33543,116,0.346,0,4,31,1,7.24,1
508,Kaitou Saint Tail,Medium,Good,TV,43,"Oct 12, 1995 to Sep 12, 1996","Dentsu, Tokyo Movie Shinsha, Asahi Broadcasting",TMS Entertainment,Manga,"Adventure, Magic, Romance, Shoujo",7.57,14857,166,1.117,0,3,6,4,6.77,25
509,Konohana Kitan,Medium,Good,TV,12,"Oct 4, 2017 to Dec 20, 2017","Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",Lerche,Manga,"Slice of Life, Fantasy, Seinen, Shoujo Ai",7.57,103033,519,0.504,0,18,7,4,7.5,3
511,Mobile Suit Gundam Unicorn RE:0096,Medium,Good,TV,22,"Apr 3, 2016 to Sep 11, 2016","Bandai Visual, Sotsu, Kadokawa Shoten, Asatsu DK, Tohokushinsha Film Corporation, Nagoya Broadcasting Network",Sunrise,Novel,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.57,23377,122,0.522,0,1,5,2,7.35,4
517,Shin Tennis no Ouji-sama,Medium,Good,TV,13,"Jan 5, 2012 to Mar 29, 2012","TV Tokyo, Bandai Visual, Nihon Ad Systems, TV Tokyo Music, Marvelous AQL, Shueisha","Production I.G,       M.S.C",Manga,"Action, Comedy, Sports, Shounen",7.57,47098,224,0.476,0,1,4,1,7.71,8
519,Sora no Otoshimono: Forte,Medium,Good,TV,12,"Oct 2, 2010 to Dec 18, 2010","Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",AIC ASTA,Manga,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",7.57,238662,995,0.417,0,4,35,4,7.17,10
520,Tonari no Kaibutsu-kun,Medium,Good,TV,13,"Oct 2, 2012 to Dec 25, 2012","TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha",Brain's Base,Manga,"Slice of Life, Comedy, Romance, School, Shoujo",7.57,706820,5096,0.721,0,18,4,4,6.74,8
529,Shion no Ou,Medium,Good,TV,22,"Oct 14, 2007 to Mar 23, 2008","Yomiko Advertising, Pony Canyon, Fuji TV, DAX Production",Studio Deen,Manga,"Drama, Game, Mystery, Thriller",7.56,27455,87,0.317,0,5,16,4,6.6,13
532,Tsubasa Chronicle,Medium,Good,TV,26,"Apr 9, 2005 to Oct 15, 2005","NHK, Kodansha",Bee Train,Manga,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",7.56,190866,2254,1.181,0,1,3,2,7.55,15
533,Yama no Susume: Third Season,Medium,Good,TV,13,"Jul 3, 2018 to Sep 25, 2018","Tokyo MX, Good Smile Company, Yomiuri TV Enterprise, Jinnan Studio, Radio Osaka, Top Marshal, Aeon Entertainment",8bit,Manga,"Adventure, Comedy, Slice of Life",7.56,15838,53,0.335,0,3,4,3,7.63,2
