,Anime Title,Type,Score_reference2,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season
9651,Happy Kappy,TV,Bad,25,"Apr 6, 2011 to Oct 5, 2011",Shogakukan Music & Digital Entertainment,,Unknown,"Comedy, Fantasy, Shoujo",5.42,1057,2,0.189,3,4,7,2
9658,Big Order (TV),TV,Bad,10,"Apr 16, 2016 to Jun 18, 2016","Lantis, Rakuonsha, KlockWorx",Asread,Manga,"Action, Shounen, Super Power",5.41,170824,196,0.115,0,1,8,2
9667,Listeners,TV,Bad,12,"Apr 4, 2020 to Jun 20, 2020","Mainichi Broadcasting System, Slow Curve, DMM pictures, dugout, DMM Music",MAPPA,Original,"Action, Mecha, Music, Sci-Fi",5.41,45764,50,0.109,5,1,22,2
9676,Wagamama High Spec,TV,Bad,12,"Apr 12, 2016 to Jun 28, 2016",Hobi Animation,AXsiZ,Visual novel,"Comedy, School",5.41,29418,39,0.133,1,4,24,2
9680,Nora to Oujo to Noraneko Heart,TV,Bad,11,"Jul 12, 2017 to Sep 27, 2017",Magic Capsule,"W-Toon Studio,       DMM.futureworks",Visual novel,"Comedy, Ecchi",5.4,35938,34,0.095,1,4,35,3
9693,Dies Irae,TV,Bad,11,"Oct 14, 2017 to Dec 23, 2017","Genco, DMM pictures, Greenwood, My Theater D.D., Brave Hearts, Crunchyroll SC Anime Fund",A.C.G.T.,Visual novel,"Action, Military, Super Power, Magic",5.4,108994,173,0.159,1,1,2,4
9700,Majuu Sensen: The Apocalypse,TV,Bad,13,"Feb 23, 2003 to May 18, 2003","Magic Bus, Dynamic Planning",,Manga,"Action, Super Power, Demons, Supernatural, Shounen",5.4,1790,0,0.0,0,1,14,1
9710,Hand Shakers,TV,Bad,12,"Jan 11, 2017 to Mar 29, 2017","Frontier Works, Media Factory, Movic, Sony Music Communications, Medicos Entertainment, Kadokawa Media House",GoHands,Original,Action,5.39,84300,199,0.236,5,1,0,1
9711,Hatena☆Illusion,TV,Bad,12,"Jan 9, 2020 to Jun 4, 2020","Shueisha, bilibili, Bandai Namco Arts",Children's Playground Entertainment,Light novel,"Comedy, Supernatural, Romance, Ecchi",5.39,26894,23,0.086,1,4,19,1
9714,Isekai Cheat Magician,TV,Bad,12,"Jul 10, 2019 to Sep 25, 2019","AT-X, KBS, Kadokawa Media House, Kadokawa, Shufunotomo",Encourage Films,Light novel,"Action, Adventure, Fantasy",5.39,170905,445,0.26,1,1,3,3
9720,Märchen Mädchen,TV,Bad,10,"Jan 11, 2018 to Mar 29, 2018","Lantis, AT-X, NBCUniversal Entertainment Japan, Medicos Entertainment, Shueisha, Kanon Sound, DMM.com, NichiNare",Hoods Entertainment,Light novel,"Fantasy, Magic, School",5.39,34263,38,0.111,1,7,6,1
9724,Skirt no Naka wa Kedamono Deshita.,TV,Bad,12,"Jul 3, 2017 to Sep 18, 2017","Picante Circus, Cloud22",Magic Bus,Manga,"Drama, Ecchi, Romance",5.39,40457,121,0.299,0,5,35,3
9727,Urawa no Usagi-chan,TV,Bad,12,"Apr 10, 2015 to Jun 26, 2015","Grooove, Glovision, Harappa",A-Real,Original,"Slice of Life, Comedy, School",5.39,13076,5,0.038,5,18,4,2
9731,Netsuzou TRap,TV,Bad,12,"Jul 5, 2017 to Sep 20, 2017","DMM.com, Ichijinsha, Cloud22",Creators in Pack,Manga,"Drama, Romance, Shoujo Ai",5.38,106811,243,0.228,0,5,20,3
9735,Venus Project: Climax,TV,Bad,6,"Jul 12, 2015 to Sep 20, 2015",Imagine,Nomad,Game,"Action, Music",5.38,6169,5,0.081,2,1,28,3
9740,Idol Memories,TV,Bad,12,"Oct 3, 2016 to Dec 19, 2016",Glovision,Seven Arcs Pictures,Original,Music,5.38,7414,8,0.108,5,28,0,4
9743,Minarai Diva,TV,Bad,10,"Jul 14, 2014 to Sep 22, 2014","NOTTV, Bouncy",Yaoyorozu,Original,Music,5.39,1456,4,0.275,5,28,0,3
9749,Charady no Joke na Mainichi,TV,Bad,365,"Apr 1, 2009 to Mar 31, 2010",,,Original,Comedy,5.37,2158,1,0.046,5,4,0,2
9761,Maesetsu!,TV,Bad,12,"Oct 11, 2020 to ?",,"Studio Gokumi,       AXsiZ",Original,"Slice of Life, Comedy",5.38,7098,6,0.085,5,18,4,4
9765,SD Gundam Force,TV,Bad,52,"Jan 7, 2004 to Dec 29, 2004","Bandai Visual, Sotsu, TV Tokyo Music",Sunrise,Original,"Adventure, Comedy, Fantasy, Mecha",5.37,7008,10,0.143,5,3,4,1
9770,"Watashitachi, Luck Logic-bu!",TV,Bad,12,"Jan 9, 2016 to Mar 26, 2016",Bushiroad,Doga Kobo,Card game,"Game, Comedy, School",5.37,3773,3,0.08,2,16,4,1
9773,Onigiri,TV,Bad,13,"Apr 7, 2016 to Jun 30, 2016","Being, Zack Promotion, Bushiroad Music",Pierrot Plus,Game,"Comedy, Supernatural, Fantasy",5.36,25024,30,0.12,2,4,19,2
9778,Ulysses: Jehanne Darc to Renkin no Kishi,TV,Bad,12,"Oct 7, 2018 to Dec 30, 2018","Lantis, Studio Mausu, Shueisha, Yomiuri TV Enterprise, Emon, DMM pictures, Crunchyroll SC Anime Fund, Bandai Namco Arts",AXsiZ,Light novel,"Action, Fantasy",5.36,71236,108,0.152,1,1,7,4
9779,Yodel no Onna,TV,Bad,Unknown,"Sep 22, 2017 to ?",,DLE,Original,"Music, Comedy",5.36,1064,3,0.282,5,28,4,3
9798,Diabolik Lovers,TV,Bad,12,"Sep 16, 2013 to Dec 9, 2013","Frontier Works, Idea Factory, Showgate",Zexcs,Visual novel,"Harem, School, Shoujo, Vampire",5.35,225472,1794,0.796,1,39,24,3
9803,Inumarudashi,TV,Bad,4,"Jun 10, 2011 to Jul 22, 2011",indigo line,Gathering,Manga,Comedy,5.35,589,0,0.0,0,4,0,2
9805,Lord of Vermilion: Guren no Ou,TV,Bad,12,"Jul 14, 2018 to Sep 29, 2018",,"Asread,       Tear Studio",Game,"Action, Fantasy",5.35,32827,29,0.088,2,1,7,3
9807,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,TV,Bad,10,"Jul 6, 2013 to Sep 7, 2013",AIC Frontier,,Unknown,"Comedy, Magic",5.35,2742,2,0.073,3,4,6,3
9808,MapleStory,TV,Bad,25,"Oct 7, 2007 to Mar 30, 2008","TV Tokyo, Dentsu, Nexon",Madhouse,Game,"Action, Kids, Fantasy, Comedy, Romance",5.35,4198,4,0.095,2,1,36,4
9813,Oshiri Kajiri Mushi (TV) 4th Season,TV,Bad,10,"Oct 5, 2015 to Dec 7, 2015","NHK, Sound Team Don Juan",Kinema Citrus,Music,"Comedy, Kids",5.34,450,1,0.222,4,4,36,4
9815,Rebirth,TV,Bad,Unknown,"Jan 5, 2020 to ?",LIDENFILMS Osaka Studio,LIDENFILMS,Card game,"Game, Slice of Life, Comedy",5.34,2860,3,0.105,2,16,18,1
9822,Alice or Alice,TV,Bad,12,"Apr 4, 2018 to Jun 20, 2018",,EMT Squared,4-koma manga,"Seinen, Slice of Life",5.34,29162,40,0.137,0,17,18,2
9831,Gal-gaku.: Hijiri Girls Square Gakuin,TV,Bad,Unknown,"Apr 6, 2020 to ?",,"OLM,       Wit Studio",Game,"Music, School",5.33,1226,0,0.0,2,28,24,2
9841,Makeruna!! Aku no Gundan!,TV,Bad,12,"Apr 5, 2017 to Jun 21, 2017",Bushiroad,Tatsunoko Production,Manga,"Comedy, Shounen",5.33,1628,0,0.0,0,4,8,2
9844,Oshiri Kajiri Mushi (TV) 2nd Season,TV,Bad,32,"Sep 30, 2013 to Mar 27, 2014",,Kinema Citrus,Music,"Comedy, Kids",5.34,657,1,0.152,4,4,36,3
9845,Shironeko Project: Zero Chronicle,TV,Bad,12,"Apr 6, 2020 to Jun 22, 2020","NBCUniversal Entertainment Japan, COLOPL, Kadokawa, GREE",Project No.9,Game,"Action, Adventure, Magic, Fantasy",5.33,52178,190,0.364,2,1,3,2
9852,Sore dake ga Neck,TV,Bad,Unknown,"Oct 13, 2020 to ?",,Toho Interactive Animation,Original,Mystery,5.33,3282,0,0.0,5,15,0,4
